gene,pair,correlation,value,percent_expressed
inaE,melsim,r,0.760910794261725,58.819398463051
inaE,simsec,rho,0.869582254705518,58.819398463051
inaE,simsec,r,0.785712113303326,58.819398463051
jdp,melsec,rho,0.901016869452771,58.857521218323
jdp,melsec,r,0.937258851119763,58.857521218323
jdp,melsim,rho,0.90692143978759,58.857521218323
jdp,melsim,r,0.96138354745981,58.857521218323
jdp,simsec,rho,0.906588360345693,58.857521218323
jdp,simsec,r,0.933362839189868,58.857521218323
jeb,melsec,rho,0.866902924489082,63.5044844398965
jeb,melsec,r,0.930560204749888,63.5044844398965
jeb,melsim,rho,0.91018632810204,63.5044844398965
jeb,melsim,r,0.950332134506443,63.5044844398965
jeb,simsec,rho,0.877801479757035,63.5044844398965
jeb,simsec,r,0.927691079887913,63.5044844398965
jim,melsec,rho,0.951811359940438,95.0881839523265
jim,melsec,r,0.942780277293687,95.0881839523265
jim,melsim,rho,0.95974646838692,95.0881839523265
jim,melsim,r,0.957581476620602,95.0881839523265
jim,simsec,rho,0.963625854738533,95.0881839523265
jim,simsec,r,0.97163352867154,95.0881839523265
jus,melsec,rho,0.826399484708989,58.1271694857441
jus,melsec,r,0.894204782254228,58.1271694857441
jus,melsim,rho,0.841744079845011,58.1271694857441
jus,melsim,r,0.882581976565034,58.1271694857441
jus,simsec,rho,0.856637636335277,58.1271694857441
jus,simsec,r,0.880447676410515,58.1271694857441
kairos,melsec,rho,0.783341088878548,28.533879090672
kairos,melsec,r,0.806233438561589,28.533879090672
kairos,melsim,rho,0.793705257540176,28.533879090672
kairos,melsim,r,0.89762831827257,28.533879090672
kairos,simsec,rho,0.904839227156658,28.533879090672
kairos,simsec,r,0.895955269425931,28.533879090672
kcc,melsec,rho,0.865175969239058,66.7067958827424
kcc,melsec,r,0.874235524761861,66.7067958827424
kcc,melsim,rho,0.898540573242211,66.7067958827424
kcc,melsim,r,0.914900792268266,66.7067958827424
kcc,simsec,rho,0.845943410785004,66.7067958827424
kcc,simsec,r,0.858284126181624,66.7067958827424
kek1,melsec,rho,0.847753678559533,48.2834727823592
kek1,melsec,r,0.830308591953854,48.2834727823592
kek1,melsim,rho,0.854376065361782,48.2834727823592
kek1,melsim,r,0.811725992651786,48.2834727823592
kek1,simsec,rho,0.828533082544721,48.2834727823592
kek1,simsec,r,0.831998746473161,48.2834727823592
kek2,melsec,rho,0.862587586425681,46.2589538313369
kek2,melsec,r,0.862325298764572,46.2589538313369
kek2,melsim,rho,0.894813022429216,46.2589538313369
kek2,melsim,r,0.874141045023727,46.2589538313369
kek2,simsec,rho,0.897078704520073,46.2589538313369
kek2,simsec,r,0.861660253215172,46.2589538313369
kek3,melsec,rho,0.838077790953689,27.0450851742611
kek3,melsec,r,0.888221161750024,27.0450851742611
kek3,melsim,rho,0.869093803836464,27.0450851742611
kek3,melsim,r,0.901013135781278,27.0450851742611
kek3,simsec,rho,0.840765984754341,27.0450851742611
kek3,simsec,r,0.832443716276619,27.0450851742611
kek5,melsec,rho,0.737160490812399,34.6676297678525
kek5,melsec,r,0.726605149665805,34.6676297678525
kek5,melsim,rho,0.731070662378214,34.6676297678525
kek5,melsim,r,0.753738141198862,34.6676297678525
kek5,simsec,rho,0.788327871752709,34.6676297678525
kek5,simsec,r,0.845997034910466,34.6676297678525
kirre,melsec,rho,0.802396206822234,57.2363008888621
kirre,melsec,r,0.861327924465864,57.2363008888621
kirre,melsim,rho,0.796214659378123,57.2363008888621
kirre,melsim,r,0.846809778205316,57.2363008888621
kirre,simsec,rho,0.870922235937225,57.2363008888621
kirre,simsec,r,0.938873177971442,57.2363008888621
klg,melsec,rho,0.874642123286101,53.1752242219948
klg,melsec,r,0.893859940342697,53.1752242219948
klg,melsim,rho,0.902995748349302,53.1752242219948
klg,melsim,r,0.888668631100399,53.1752242219948
klg,simsec,rho,0.907744341938159,53.1752242219948
klg,simsec,r,0.909607635907186,53.1752242219948
kug,melsec,rho,0.813328728982517,18.1644896566946
kug,melsec,r,0.907966662092288,18.1644896566946
kug,melsim,rho,0.850635069139999,18.1644896566946
kug,melsim,r,0.935022596027836,18.1644896566946
kug,simsec,rho,0.826056927931956,18.1644896566946
kug,simsec,r,0.916550422519593,18.1644896566946
lola,melsec,rho,0.731479848743118,88.8761813037982
lola,melsec,r,0.828707540237606,88.8761813037982
lola,melsim,rho,0.769477943158293,88.8761813037982
lola,melsim,r,0.836298253840106,88.8761813037982
lola,simsec,rho,0.770183293041259,88.8761813037982
lola,simsec,r,0.895903512762607,88.8761813037982
luna,melsec,rho,0.903816293113137,45.4724211962519
luna,melsec,r,0.867541213569732,45.4724211962519
luna,melsim,rho,0.896478333604187,45.4724211962519
luna,melsim,r,0.875357164074417,45.4724211962519
luna,simsec,rho,0.91846656103099,45.4724211962519
luna,simsec,r,0.91285687240507,45.4724211962519
mAChR-B,melsec,rho,0.774645102973646,15.0484560284115
mAChR-B,melsec,r,0.899252470421077,15.0484560284115
mAChR-B,melsim,rho,0.837617048719316,15.0484560284115
mAChR-B,melsim,r,0.906134879700157,15.0484560284115
mAChR-B,simsec,rho,0.795187628321866,15.0484560284115
mAChR-B,simsec,r,0.922297676444414,15.0484560284115
mGluR,melsec,rho,0.856051164489437,31.2205301069444
mGluR,melsec,r,0.852737101712299,31.2205301069444
mGluR,melsim,rho,0.852151591659535,31.2205301069444
mGluR,melsim,r,0.840715415701852,31.2205301069444
mGluR,simsec,rho,0.842546126304577,31.2205301069444
mGluR,simsec,r,0.836237369113765,31.2205301069444
mamo,melsec,rho,0.913673857246419,54.2486807520215
mamo,melsec,r,0.931506791160441,54.2486807520215
mamo,melsim,rho,0.910636963890358,54.2486807520215
mamo,melsim,r,0.94648209271325,54.2486807520215
mamo,simsec,rho,0.95195830639315,54.2486807520215
mamo,simsec,r,0.971377537957535,54.2486807520215
mbl,melsec,rho,0.942955387056956,61.7006761772909
mbl,melsec,r,0.937177579284118,61.7006761772909
mbl,melsim,rho,0.951595838476459,61.7006761772909
mbl,melsim,r,0.953478974172081,61.7006761772909
mbl,simsec,rho,0.957561864456592,61.7006761772909
mbl,simsec,r,0.942063781950762,61.7006761772909
mgl,melsec,rho,0.787466447226631,44.6959208651859
mgl,melsec,r,0.946338465343693,44.6959208651859
mgl,melsim,rho,0.81314978043941,44.6959208651859
mgl,melsim,r,0.969985222581191,44.6959208651859
mgl,simsec,rho,0.859232300871277,44.6959208651859
mgl,simsec,r,0.966938761055866,44.6959208651859
miple1,melsec,rho,0.743989890084053,62.3066273400349
miple1,melsec,r,0.780958138648672,62.3066273400349
miple1,melsim,rho,0.796263641529027,62.3066273400349
miple1,melsim,r,0.779859595389579,62.3066273400349
miple1,simsec,rho,0.737847528360665,62.3066273400349
miple1,simsec,r,0.746708272726866,62.3066273400349
msi,melsec,rho,0.776465056133545,61.4177652039567
msi,melsec,r,0.925623647317057,61.4177652039567
msi,melsim,rho,0.82073713419674,61.4177652039567
msi,melsim,r,0.917073776853518,61.4177652039567
msi,simsec,rho,0.77504647193181,61.4177652039567
msi,simsec,r,0.961939504478504,61.4177652039567
mspo,melsec,rho,0.87129663418587,49.6799695017958
mspo,melsec,r,0.869402903576377,49.6799695017958
mspo,melsim,rho,0.852262123726874,49.6799695017958
mspo,melsim,r,0.905031395666896,49.6799695017958
mspo,simsec,rho,0.887453160588768,49.6799695017958
mspo,simsec,r,0.91250699542882,49.6799695017958
mtgo,melsec,rho,0.863591722978459,73.2920002407753
mtgo,melsec,r,0.822859213397306,73.2920002407753
mtgo,melsim,rho,0.855639804855111,73.2920002407753
mtgo,melsim,r,0.947451400804947,73.2920002407753
mtgo,simsec,rho,0.850915111278026,73.2920002407753
mtgo,simsec,r,0.780124307061048,73.2920002407753
mub,melsec,rho,0.784517721742197,80.0276891590923
mub,melsec,r,0.930124990978725,80.0276891590923
mub,melsim,rho,0.920933012010424,80.0276891590923
mub,melsim,r,0.975485599850372,80.0276891590923
mub,simsec,rho,0.827896314582966,80.0276891590923
mub,simsec,r,0.962514325524942,80.0276891590923
nAChRalpha1,melsec,rho,0.759928681988284,64.7745741286944
nAChRalpha1,melsec,r,0.823613192427799,64.7745741286944
nAChRalpha1,melsim,rho,0.836703305315543,64.7745741286944
nAChRalpha1,melsim,r,0.881081869831846,64.7745741286944
nAChRalpha1,simsec,rho,0.834744019279375,64.7745741286944
nAChRalpha1,simsec,r,0.862910760688507,64.7745741286944
nAChRalpha3,melsec,rho,0.871483999142168,45.9118361122815
nAChRalpha3,melsec,r,0.849472196745845,45.9118361122815
nAChRalpha3,melsim,rho,0.906343375241219,45.9118361122815
nAChRalpha3,melsim,r,0.892303371670316,45.9118361122815
nAChRalpha3,simsec,rho,0.896195129234852,45.9118361122815
nAChRalpha3,simsec,r,0.899913890666782,45.9118361122815
nAChRalpha5,melsec,rho,0.778394952879171,84.8752984610446
nAChRalpha5,melsec,r,0.96905819069617,84.8752984610446
nAChRalpha5,melsim,rho,0.7187053037873,84.8752984610446
nAChRalpha5,melsim,r,0.865796306698624,84.8752984610446
nAChRalpha5,simsec,rho,0.746243069025647,84.8752984610446
nAChRalpha5,simsec,r,0.921888624078877,84.8752984610446
nAChRalpha6,melsec,rho,0.829855600619135,89.2232990228536
nAChRalpha6,melsec,r,0.914143193863943,89.2232990228536
nAChRalpha6,melsim,rho,0.825927232116617,89.2232990228536
nAChRalpha6,melsim,r,0.934974676484153,89.2232990228536
nAChRalpha6,simsec,rho,0.878485080036835,89.2232990228536
nAChRalpha6,simsec,r,0.970676290235453,89.2232990228536
nAChRalpha7,melsec,rho,0.846862203413076,67.6157226268585
nAChRalpha7,melsec,r,0.867215757532575,67.6157226268585
nAChRalpha7,melsim,rho,0.785063346324153,67.6157226268585
nAChRalpha7,melsim,r,0.875273239152257,67.6157226268585
nAChRalpha7,simsec,rho,0.865737146442443,67.6157226268585
nAChRalpha7,simsec,r,0.960159723873661,67.6157226268585
nAChRbeta1,melsec,rho,0.905290330167712,91.2759084251289
nAChRbeta1,melsec,r,0.907051121434438,91.2759084251289
nAChRbeta1,melsim,rho,0.894460350078973,91.2759084251289
nAChRbeta1,melsim,r,0.909479446279915,91.2759084251289
nAChRbeta1,simsec,rho,0.89390466114148,91.2759084251289
nAChRbeta1,simsec,r,0.918528821051763,91.2759084251289
nkd,melsec,rho,0.817776602206156,32.8838861132848
nkd,melsec,r,0.773788548265026,32.8838861132848
nkd,melsim,rho,0.785410069355944,32.8838861132848
nkd,melsim,r,0.755064639319576,32.8838861132848
nkd,simsec,rho,0.75434536100922,32.8838861132848
nkd,simsec,r,0.76739076790803,32.8838861132848
nmo,melsec,rho,0.815037593984962,75.2101767691968
nmo,melsec,r,0.826344216371644,75.2101767691968
nmo,melsim,rho,0.741091961766662,75.2101767691968
nmo,melsim,r,0.765947477043124,75.2101767691968
nmo,simsec,rho,0.709464109467707,75.2101767691968
nmo,simsec,r,0.73211001239671,75.2101767691968
nolo,melsec,rho,0.799758027584315,39.5954975019563
nolo,melsec,r,0.850759102900126,39.5954975019563
nolo,melsim,rho,0.826397460765297,39.5954975019563
nolo,melsim,r,0.86723581654807,39.5954975019563
nolo,simsec,rho,0.857997947645424,39.5954975019563
nolo,simsec,r,0.842869959191508,39.5954975019563
nrv3,melsec,rho,0.916456043417779,98.1079074620277
nrv3,melsec,r,0.922665805551904,98.1079074620277
nrv3,melsim,rho,0.922324105096103,98.1079074620277
nrv3,melsim,r,0.918507377758874,98.1079074620277
nrv3,simsec,rho,0.933541017653167,98.1079074620277
nrv3,simsec,r,0.939245215659145,98.1079074620277
numb,melsec,rho,0.797371598492289,33.8530066815145
numb,melsec,r,0.802020147229089,33.8530066815145
numb,melsim,rho,0.789300312754167,33.8530066815145
numb,melsim,r,0.895124800895137,33.8530066815145
numb,simsec,rho,0.867066038393191,33.8530066815145
numb,simsec,r,0.839062555698188,33.8530066815145
nwk,melsec,rho,0.823063792062932,47.0936415257128
nwk,melsec,r,0.782904857779321,47.0936415257128
nwk,melsim,rho,0.827339944309639,47.0936415257128
nwk,melsim,r,0.814624826605789,47.0936415257128
nwk,simsec,rho,0.884147416681361,47.0936415257128
nwk,simsec,r,0.852992236940187,47.0936415257128
olf413,melsec,rho,0.765620407923353,40.4783402556231
olf413,melsec,r,0.767463454422327,40.4783402556231
olf413,melsim,rho,0.826740335821627,40.4783402556231
olf413,melsim,r,0.819441656472678,40.4783402556231
olf413,simsec,rho,0.877113579811517,40.4783402556231
olf413,simsec,r,0.896869771563022,40.4783402556231
ome,melsec,rho,0.705772012527673,13.0861373623066
ome,melsec,r,0.80931280573247,13.0861373623066
ome,melsim,rho,0.835378656835766,13.0861373623066
ome,melsim,r,0.901771770443106,13.0861373623066
ome,simsec,rho,0.789590648333552,13.0861373623066
ome,simsec,r,0.861167787232514,13.0861373623066
pHCl-1,melsec,rho,0.715175442250823,49.8284476012761
pHCl-1,melsec,r,0.762498819290512,49.8284476012761
pHCl-1,melsim,rho,0.794174048705454,49.8284476012761
pHCl-1,melsim,r,0.842508326717085,49.8284476012761
pHCl-1,simsec,rho,0.813231058602245,49.8284476012761
pHCl-1,simsec,r,0.830552234014488,49.8284476012761
para,melsec,rho,0.913135053586473,97.2250647083609
para,melsec,r,0.955589609128232,97.2250647083609
para,melsim,rho,0.91845451517467,97.2250647083609
para,melsim,r,0.967807259582102,97.2250647083609
para,simsec,rho,0.943886047924137,97.2250647083609
para,simsec,r,0.974022800563154,97.2250647083609
pdm3,melsec,rho,0.955539717552021,30.6326370914344
pdm3,melsec,r,0.967673617816086,30.6326370914344
pdm3,melsim,rho,0.952048336204113,30.6326370914344
pdm3,melsim,r,0.944825420355754,30.6326370914344
pdm3,simsec,rho,0.948239040206026,30.6326370914344
pdm3,simsec,r,0.943803987625177,30.6326370914344
plum,melsec,rho,0.771952683019718,42.5911434820121
plum,melsec,r,0.854765564963625,42.5911434820121
plum,melsim,rho,0.733887163611783,42.5911434820121
plum,melsim,r,0.808918553967036,42.5911434820121
plum,simsec,rho,0.810276505605959,42.5911434820121
plum,simsec,r,0.904584531764032,42.5911434820121
pros,melsec,rho,0.954786914879024,79.7989526274604
pros,melsec,r,0.942589149510805,79.7989526274604
pros,melsim,rho,0.961869751246422,79.7989526274604
pros,melsim,r,0.958596172524696,79.7989526274604
pros,simsec,rho,0.960365898459504,79.7989526274604
pros,simsec,r,0.967280663103817,79.7989526274604
ps,melsec,rho,0.818903191676953,97.0123798631594
ps,melsec,r,0.84328306339798,97.0123798631594
ps,melsim,rho,0.854993240463175,97.0123798631594
ps,melsim,r,0.862405930253945,97.0123798631594
ps,simsec,rho,0.898616744058465,97.0123798631594
ps,simsec,r,0.864621154884738,97.0123798631594
pum,melsec,rho,0.933090381864848,99.5084171030719
pum,melsec,r,0.939378309365913,99.5084171030719
pum,melsim,rho,0.905278316581438,99.5084171030719
pum,melsim,r,0.932211481597076,99.5084171030719
pum,simsec,rho,0.940241775896863,99.5084171030719
pum,simsec,r,0.958457088853743,99.5084171030719
pxb,melsec,rho,0.754006167737255,14.8779068600895
pxb,melsec,r,0.811658714677984,14.8779068600895
pxb,melsim,rho,0.761039899356849,14.8779068600895
pxb,melsim,r,0.800931881275385,14.8779068600895
pxb,simsec,rho,0.842561959750921,14.8779068600895
pxb,simsec,r,0.844687257490388,14.8779068600895
pyd,melsec,rho,0.768383748584873,39.4891550793555
pyd,melsec,r,0.757533875940169,39.4891550793555
pyd,melsim,rho,0.733655148431454,39.4891550793555
pyd,melsim,r,0.804658831556554,39.4891550793555
pyd,simsec,rho,0.838720579951507,39.4891550793555
pyd,simsec,r,0.648816070569487,39.4891550793555
rdgA,melsec,rho,0.858428991629055,52.9785910632236
rdgA,melsec,r,0.768155221713193,52.9785910632236
rdgA,melsim,rho,0.826110489310872,52.9785910632236
rdgA,melsim,r,0.483025942939953,52.9785910632236
rdgA,simsec,rho,0.875575540273125,52.9785910632236
rdgA,simsec,r,0.780509850851103,52.9785910632236
rdo,melsec,rho,0.812873912857403,13.1824474808885
rdo,melsec,r,0.687283126229657,13.1824474808885
rdo,melsim,rho,0.782788622469001,13.1824474808885
rdo,melsim,r,0.709593595256169,13.1824474808885
rdo,simsec,rho,0.855382466720452,13.1824474808885
rdo,simsec,r,0.712716372161556,13.1824474808885
rn,melsec,rho,0.877451664990959,22.3800638054536
rn,melsec,r,0.925344107895843,22.3800638054536
rn,melsim,rho,0.865120110629112,22.3800638054536
rn,melsim,r,0.943050081394346,22.3800638054536
rn,simsec,rho,0.864287548251363,22.3800638054536
rn,simsec,r,0.93914798672907,22.3800638054536
robo3,melsec,rho,0.800154785909777,18.7584020546159
robo3,melsec,r,0.820311060476205,18.7584020546159
robo3,melsim,rho,0.847319926259752,18.7584020546159
robo3,melsim,r,0.844836506274341,18.7584020546159
robo3,simsec,rho,0.81238427228174,18.7584020546159
robo3,simsec,r,0.808645307770199,18.7584020546159
roh,melsec,rho,0.801400913554408,19.9442203896547
roh,melsec,r,0.775206848857,19.9442203896547
roh,melsim,rho,0.712462802735159,19.9442203896547
roh,melsim,r,0.743850256656478,19.9442203896547
roh,simsec,rho,0.778784123594457,19.9442203896547
roh,simsec,r,0.759909242147812,19.9442203896547
rsh,melsec,rho,0.937361318605961,64.2127651036337
rsh,melsec,r,0.875697459673472,64.2127651036337
rsh,melsim,rho,0.954101163086883,64.2127651036337
rsh,melsim,r,0.919158249761631,64.2127651036337
rsh,simsec,rho,0.935585864699079,64.2127651036337
rsh,simsec,r,0.927890265731808,64.2127651036337
rst,melsec,rho,0.736498759096043,8.15425670659524
rst,melsec,r,0.688918411226224,8.15425670659524
rst,melsim,rho,0.782111820995152,8.15425670659524
rst,melsim,r,0.819178268337854,8.15425670659524
rst,simsec,rho,0.791600300196655,8.15425670659524
rst,simsec,r,0.866962391335775,8.15425670659524
sNPF,melsec,rho,0.768685540295729,21.6477056120709
sNPF,melsec,r,0.980052366091671,21.6477056120709
sNPF,melsim,rho,0.834421580114933,21.6477056120709
sNPF,melsim,r,0.97472364602571,21.6477056120709
sNPF,simsec,rho,0.732671230415339,21.6477056120709
sNPF,simsec,r,0.968603239457906,21.6477056120709
sNPF-R,melsec,rho,0.776419494275376,8.20241176588615
sNPF-R,melsec,r,0.851954063510025,8.20241176588615
sNPF-R,melsim,rho,0.76996429879766,8.20241176588615
sNPF-R,melsim,r,0.769762695536954,8.20241176588615
sNPF-R,simsec,rho,0.79233243603961,8.20241176588615
sNPF-R,simsec,r,0.817308306894475,8.20241176588615
salm,melsec,rho,0.798969112014183,8.15826962820281
salm,melsec,r,0.955167640481481,8.15826962820281
salm,melsim,rho,0.775641046449443,8.15826962820281
salm,melsim,r,0.934926391788336,8.15826962820281
salm,simsec,rho,0.727589572258442,8.15826962820281
salm,simsec,r,0.959380044552016,8.15826962820281
salr,melsec,rho,0.762093903910245,10.17476273601
salr,melsec,r,0.953847902135474,10.17476273601
salr,melsim,rho,0.761479347801789,10.17476273601
salr,melsim,r,0.978712436918125,10.17476273601
salr,simsec,rho,0.742764167139957,10.17476273601
salr,simsec,r,0.943524506032066,10.17476273601
scrt,melsec,rho,0.939536432923843,82.2969963281767
scrt,melsec,r,0.920908440727336,82.2969963281767
scrt,melsim,rho,0.953760849546425,82.2969963281767
scrt,melsim,r,0.94575813930011,82.2969963281767
scrt,simsec,rho,0.955181331922648,82.2969963281767
scrt,simsec,r,0.956139229290241,82.2969963281767
scyl,melsec,rho,0.833668453705682,41.9972310840908
scyl,melsec,r,0.91669540622532,41.9972310840908
scyl,melsim,rho,0.719618134218479,41.9972310840908
scyl,melsim,r,0.861512141251438,41.9972310840908
scyl,simsec,rho,0.716739732066322,41.9972310840908
scyl,simsec,r,0.878344320798079,41.9972310840908
sdk,melsec,rho,0.8323656905343,10.57204197516
sdk,melsec,r,0.887292355687602,10.57204197516
sdk,melsim,rho,0.856567824786582,10.57204197516
sdk,melsim,r,0.931398276555963,10.57204197516
sdk,simsec,rho,0.822976403089299,10.57204197516
sdk,simsec,r,0.933179746421822,10.57204197516
sesB,melsec,rho,0.844626334181073,43.8792913180441
sesB,melsec,r,0.84131348479133,43.8792913180441
sesB,melsim,rho,0.849652713147918,43.8792913180441
sesB,melsim,r,0.824623829996117,43.8792913180441
sesB,simsec,rho,0.860276361366754,43.8792913180441
sesB,simsec,r,0.850377559692341,43.8792913180441
shakB,melsec,rho,0.909196888653775,73.8618351090511
shakB,melsec,r,0.913221493909948,73.8618351090511
shakB,melsim,rho,0.866415878054037,73.8618351090511
shakB,melsim,r,0.923032414324413,73.8618351090511
shakB,simsec,rho,0.904543584317875,73.8618351090511
shakB,simsec,r,0.903633727510575,73.8618351090511
shep,melsec,rho,0.811624444052587,98.3888119745581
shep,melsec,r,0.875735598794199,98.3888119745581
shep,melsim,rho,0.899400458472933,98.3888119745581
shep,melsim,r,0.901840088293688,98.3888119745581
shep,simsec,rho,0.872656204079234,98.3888119745581
shep,simsec,r,0.912325468699572,98.3888119745581
sick,melsec,rho,0.754109602460863,34.0556592226971
sick,melsec,r,0.730351312568356,34.0556592226971
sick,melsim,rho,0.705638594112978,34.0556592226971
sick,melsim,r,0.918984479166583,34.0556592226971
sick,simsec,rho,0.824626326503596,34.0556592226971
sick,simsec,r,0.793850625018228,34.0556592226971
side,melsec,rho,0.848363134965844,51.818856718634
side,melsec,r,0.888506287015179,51.818856718634
side,melsim,rho,0.828100355653636,51.818856718634
side,melsim,r,0.858891558460306,51.818856718634
side,simsec,rho,0.885475879692875,51.818856718634
side,simsec,r,0.873187057877447,51.818856718634
side-II,melsec,rho,0.855354999877544,48.4058668913903
side-II,melsec,r,0.830633108448626,48.4058668913903
side-II,melsim,rho,0.834833827239107,48.4058668913903
side-II,melsim,r,0.850643297402277,48.4058668913903
side-II,simsec,rho,0.804785579584139,48.4058668913903
side-II,simsec,r,0.831917364715296,48.4058668913903
side-III,melsec,rho,0.893855159070314,49.4090972932844
side-III,melsec,r,0.874146364764894,49.4090972932844
side-III,melsim,rho,0.898427914019216,49.4090972932844
side-III,melsim,r,0.899721359019422,49.4090972932844
side-III,simsec,rho,0.90969873454576,49.4090972932844
side-III,simsec,r,0.889732575360896,49.4090972932844
side-IV,melsec,rho,0.760136204398992,15.6323361223139
side-IV,melsec,r,0.687099570048938,15.6323361223139
side-IV,melsim,rho,0.784928593546699,15.6323361223139
side-IV,melsim,r,0.834284281713206,15.6323361223139
side-IV,simsec,rho,0.730617426271806,15.6323361223139
side-IV,simsec,r,0.69186125567385,15.6323361223139
side-V,melsec,rho,0.842698472957794,21.7700997211019
side-V,melsec,r,0.862519339267454,21.7700997211019
side-V,melsim,rho,0.833703578335593,21.7700997211019
side-V,melsim,r,0.84856633037648,21.7700997211019
side-V,simsec,rho,0.872810369821375,21.7700997211019
side-V,simsec,r,0.877229218391513,21.7700997211019
side-VI,melsec,rho,0.749577526879087,51.146692349365
side-VI,melsec,r,0.859642765313792,51.146692349365
side-VI,melsim,rho,0.805831829171849,51.146692349365
side-VI,melsim,r,0.896702869101448,51.146692349365
side-VI,simsec,rho,0.841265603917186,51.146692349365
side-VI,simsec,r,0.903861392836844,51.146692349365
side-VIII,melsec,rho,0.864446795587688,30.1209895864684
side-VIII,melsec,r,0.858965792499926,30.1209895864684
side-VIII,melsim,rho,0.77658451523704,30.1209895864684
side-VIII,melsim,r,0.635473477742695,30.1209895864684
side-VIII,simsec,rho,0.801247088618678,30.1209895864684
side-VIII,simsec,r,0.659953527517051,30.1209895864684
sif,melsec,rho,0.834902806931536,78.4205140552579
sif,melsec,r,0.81370528901172,78.4205140552579
sif,melsim,rho,0.726199572875644,78.4205140552579
sif,melsim,r,0.733463430096359,78.4205140552579
sif,simsec,rho,0.871291735958784,78.4205140552579
sif,simsec,r,0.924073095876548,78.4205140552579
sima,melsec,rho,0.784686182838476,54.906799895664
sima,melsec,r,0.883722727655506,54.906799895664
sima,melsim,rho,0.709483702376054,54.906799895664
sima,melsim,r,0.858529925320989,54.906799895664
sima,simsec,rho,0.796234252238484,54.906799895664
sima,simsec,r,0.891422807923965,54.906799895664
slo,melsec,rho,0.737073610376379,94.9537510784727
slo,melsec,r,0.939551475182557,94.9537510784727
slo,melsim,rho,0.701708497423539,94.9537510784727
slo,melsim,r,0.933181620465426,94.9537510784727
slo,simsec,rho,0.723730872470072,94.9537510784727
slo,simsec,r,0.959955394824888,94.9537510784727
sm,melsec,rho,0.87866141578009,87.0322438251169
sm,melsec,r,0.872779232047094,87.0322438251169
sm,melsim,rho,0.879729226669802,87.0322438251169
sm,melsim,r,0.908839978481168,87.0322438251169
sm,simsec,rho,0.871764728932777,87.0322438251169
sm,simsec,r,0.896387563294918,87.0322438251169
sno,melsec,rho,0.7879650265824,47.9865165833985
sno,melsec,r,0.772325546836222,47.9865165833985
sno,melsim,rho,0.842581163424048,47.9865165833985
sno,melsim,r,0.853703726327659,47.9865165833985
sno,simsec,rho,0.796184271763856,47.9865165833985
sno,simsec,r,0.813770890529898,47.9865165833985
sns,melsec,rho,0.83030457399806,17.412066855274
sns,melsec,r,0.79955470169801,17.412066855274
sns,melsim,rho,0.754004330064559,17.412066855274
sns,melsim,r,0.771453860701217,17.412066855274
sns,simsec,rho,0.826493725325,17.412066855274
sns,simsec,r,0.808124752745251,17.412066855274
sr,melsec,rho,0.778723738370001,16.8502578302133
sr,melsec,r,0.801941403519741,16.8502578302133
sr,melsim,rho,0.762408909436694,16.8502578302133
sr,melsim,r,0.81060458716422,16.8502578302133
sr,simsec,rho,0.702024005419033,16.8502578302133
sr,simsec,r,0.759824767136154,16.8502578302133
stai,melsec,rho,0.764679950625992,71.7951804811493
stai,melsec,r,0.737760774642454,71.7951804811493
stai,melsim,rho,0.812899970857987,71.7951804811493
stai,melsim,r,0.788734618562363,71.7951804811493
stai,simsec,rho,0.786718947079465,71.7951804811493
stai,simsec,r,0.725189806888827,71.7951804811493
stj,melsec,rho,0.80851897568526,48.616545275788
stj,melsec,r,0.843402355466284,48.616545275788
stj,melsim,rho,0.810409686710163,48.616545275788
stj,melsim,r,0.844027119071415,48.616545275788
stj,simsec,rho,0.759468249769784,48.616545275788
stj,simsec,r,0.768279777800366,48.616545275788
tei,melsec,rho,0.911792942651698,55.4344990870603
tei,melsec,r,0.927042121178014,55.4344990870603
tei,melsim,rho,0.940467093791023,55.4344990870603
tei,melsim,r,0.938962256377946,55.4344990870603
tei,simsec,rho,0.930210231391681,55.4344990870603
tei,simsec,r,0.950328601556529,55.4344990870603
ths,melsec,rho,0.727940672246357,31.5415638355505
ths,melsec,r,0.770778389718755,31.5415638355505
ths,melsim,rho,0.733455463660672,31.5415638355505
ths,melsim,r,0.739870198065519,31.5415638355505
ths,simsec,rho,0.716447592389287,31.5415638355505
ths,simsec,r,0.76662167425201,31.5415638355505
tinc,melsec,rho,0.804288887639532,27.5527197576195
tinc,melsec,r,0.871059807353007,27.5527197576195
tinc,melsim,rho,0.831929583089897,27.5527197576195
tinc,melsim,r,0.918713979313454,27.5527197576195
tinc,simsec,rho,0.816209173377221,27.5527197576195
tinc,simsec,r,0.951905106970552,27.5527197576195
tna,melsec,rho,0.812689347093258,43.6465418648047
tna,melsec,r,0.841119131221306,43.6465418648047
tna,melsim,rho,0.813729764149788,43.6465418648047
tna,melsim,r,0.826405720108383,43.6465418648047
tna,simsec,rho,0.81141580805071,43.6465418648047
tna,simsec,r,0.857978744393301,43.6465418648047
toy,melsec,rho,0.870369239995669,29.6193743855214
toy,melsec,r,0.965561387731031,29.6193743855214
toy,melsim,rho,0.872728431243599,29.6193743855214
toy,melsim,r,0.964890480789851,29.6193743855214
toy,simsec,rho,0.908555194931336,29.6193743855214
toy,simsec,r,0.966410894888988,29.6193743855214
trio,melsec,rho,0.763561999470354,43.5321735989887
trio,melsec,r,0.855640434368282,43.5321735989887
